cluster,vol_chg_rate,volume_ma20_ratio,daily_return,volatility_5d,drawdown_after_peak_5d,upper_shadow_ratio,body_ratio,upper_shadow_streak_5d
1,3.4255977515388008,3.8488414193219693,4.785624698999854,3.7133790831312505,0.2768117395467385,-0.01602390841272131,0.10666294424221416,-0.09123500546988188
2,0.0659037925675679,0.973459353669674,-1.1917543021815467,5.100576551305176,3.9394168383600747,-0.009029538788813215,0.027933644122232905,0.21467050446250893
