cluster,vol_chg_rate,volume_ma20_ratio,daily_return,volatility_5d,drawdown_after_peak_5d,upper_shadow_ratio,body_ratio,upper_shadow_streak_5d
0,-0.8978043175848283,-0.8680796694117315,-1.3999964367232551,1.7948228120031413,1.0725105268892898,-0.3839387646726651,-0.5743324064316035,-0.2637921147376502
1,0.08213891189228882,0.3471918162099588,0.11913491742362924,0.1400953897994348,0.02011705407408751,0.8507368433547732,-0.6630843120247869,0.3380299291978552
2,-0.49444238253818357,-0.47152364405452224,2.11748196633586,1.9499986634648576,-0.7455562777412653,-0.7862190312626812,-0.5354619606732886,-0.7245889076369866
3,0.6138481019030825,0.686566050520594,2.1145703162182,1.045687296185973,-0.9836607434739921,-0.33991945618346814,-0.5288255360296658,-0.40548415183072783
